iter	Accuracy	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	F1:use_weights=true	F1:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
406	0.7550755076	0.6798201549	0.7550755076	0.755	0.7532120705	0.755	0.7589865926	0.7626262626	0.7475247525	0.7475247525
407	0.7525502551	0.679760011	0.7525502551	0.7525	0.7513004128	0.753117207	0.7551144076	0.7587939698	0.7475247525	0.7475247525
408	0.7575507551	0.6797264033	0.7575507551	0.7575	0.7563139227	0.7581047382	0.760191964	0.7638190955	0.7524752475	0.7524752475
409	0.7550755076	0.6797032899	0.7550755076	0.755	0.7532120705	0.755	0.7589865926	0.7626262626	0.7475247525	0.7475247525
410	0.7525502551	0.6796695432	0.7525502551	0.7525	0.7513004128	0.753117207	0.7551144076	0.7587939698	0.7475247525	0.7475247525
411	0.7550755076	0.679646179	0.7550755076	0.755	0.7532120705	0.755	0.7589865926	0.7626262626	0.7475247525	0.7475247525
412	0.7550255026	0.6795977893	0.7550255026	0.755	0.7543991559	0.7562189055	0.7563329275	0.76	0.7524752475	0.7524752475
413	0.7525502551	0.6795745042	0.7525502551	0.7525	0.7513004128	0.753117207	0.7551144076	0.7587939698	0.7475247525	0.7475247525
414	0.7575007501	0.6794934022	0.7575007501	0.7575	0.7574825576	0.7593052109	0.7575393812	0.7611940299	0.7574257426	0.7574257426
415	0.7575007501	0.6794730206	0.7575007501	0.7575	0.7574825576	0.7593052109	0.7575393812	0.7611940299	0.7574257426	0.7574257426
416	0.7550755076	0.679398849	0.7550755076	0.755	0.7532120705	0.755	0.7589865926	0.7626262626	0.7475247525	0.7475247525
417	0.7550755076	0.6793495776	0.7550755076	0.755	0.7532120705	0.755	0.7589865926	0.7626262626	0.7475247525	0.7475247525
418	0.7575507551	0.6793241015	0.7575507551	0.7575	0.7563139227	0.7581047382	0.760191964	0.7638190955	0.7524752475	0.7524752475
419	0.7575507551	0.6792900471	0.7575507551	0.7575	0.7563139227	0.7581047382	0.760191964	0.7638190955	0.7524752475	0.7524752475
420	0.7575507551	0.6792630279	0.7575507551	0.7575	0.7563139227	0.7581047382	0.760191964	0.7638190955	0.7524752475	0.7524752475
421	0.7625512552	0.6792350538	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
422	0.7601260127	0.6792072671	0.7601260127	0.76	0.7570647202	0.7587939698	0.7668513353	0.7704081633	0.7475247525	0.7475247525
423	0.7601260127	0.6791941661	0.7601260127	0.76	0.7570647202	0.7587939698	0.7668513353	0.7704081633	0.7475247525	0.7475247525
424	0.7576007602	0.6791574153	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
425	0.7551255127	0.6791224346	0.7551255127	0.755	0.7520129622	0.7537688442	0.761694703	0.7653061224	0.7425742574	0.7425742574
426	0.7551255127	0.6790870341	0.7551255127	0.755	0.7520129622	0.7537688442	0.761694703	0.7653061224	0.7425742574	0.7425742574
427	0.7551255127	0.6790600213	0.7551255127	0.755	0.7520129622	0.7537688442	0.761694703	0.7653061224	0.7425742574	0.7425742574
428	0.7576007602	0.6790114607	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
429	0.7551255127	0.6789671844	0.7551255127	0.755	0.7520129622	0.7537688442	0.761694703	0.7653061224	0.7425742574	0.7425742574
430	0.7576007602	0.6789393513	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
431	0.7576007602	0.6788785184	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
432	0.7600760077	0.6788309719	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
433	0.7600760077	0.6787907067	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
434	0.7576007602	0.6787500233	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
435	0.7600760077	0.6787209434	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
436	0.7626012602	0.6786875988	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
437	0.7626012602	0.6786649334	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
438	0.7626012602	0.6786590946	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
439	0.7626012602	0.6786358619	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
440	0.7626012602	0.6786148758	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
441	0.7625512552	0.6785880165	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
442	0.7650265027	0.6785673733	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
443	0.7600760077	0.6785240974	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
444	0.7576007602	0.678500655	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
445	0.7576007602	0.6784514374	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
446	0.7625512552	0.6784109329	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
447	0.7625512552	0.6783531802	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
448	0.7600760077	0.6783276111	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
449	0.7650265027	0.6782769822	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
450	0.7576007602	0.6782262528	0.7576007602	0.7575	0.7551334814	0.7568922306	0.762898695	0.7664974619	0.7475247525	0.7475247525
451	0.7601260127	0.6782032734	0.7601260127	0.76	0.7570647202	0.7587939698	0.7668513353	0.7704081633	0.7475247525	0.7475247525
452	0.7626012602	0.6781767761	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
453	0.7625512552	0.6781379456	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
454	0.7600760077	0.6781089224	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
455	0.7600760077	0.6780945652	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
456	0.7600760077	0.6780727806	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
457	0.7625512552	0.6780263691	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
458	0.7625512552	0.6779794187	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
459	0.7625512552	0.6779616028	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
460	0.7650265027	0.6779105417	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
461	0.7650265027	0.6778805946	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
462	0.7650265027	0.677853885	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
463	0.7625512552	0.677841316	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
464	0.7625512552	0.677828195	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
465	0.7625512552	0.6777961615	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
466	0.7625512552	0.6777720732	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
467	0.7625512552	0.6777027807	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
468	0.7625512552	0.6776792527	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
469	0.7650765077	0.6776507538	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
470	0.7650765077	0.6776238111	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
471	0.7650765077	0.6776037914	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
472	0.7650765077	0.6775732174	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
473	0.7650765077	0.6775297488	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
474	0.7601260127	0.6775046143	0.7601260127	0.76	0.7570647202	0.7587939698	0.7668513353	0.7704081633	0.7475247525	0.7475247525
475	0.7626012602	0.6774743737	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
476	0.7626012602	0.677404751	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
477	0.7601260127	0.6773697255	0.7601260127	0.76	0.7570647202	0.7587939698	0.7668513353	0.7704081633	0.7475247525	0.7475247525
478	0.7650765077	0.6773491476	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
479	0.7650765077	0.6773250382	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
480	0.7650765077	0.6773022196	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
481	0.7650765077	0.6772847435	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
482	0.7625512552	0.6772242797	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
483	0.7625512552	0.6771965546	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
484	0.7625512552	0.6771840889	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
485	0.7625512552	0.6771581633	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
486	0.7625512552	0.6771441667	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
487	0.7625512552	0.6771191846	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
488	0.7625512552	0.677094228	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
489	0.7625512552	0.6770439113	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
490	0.7625512552	0.6769866523	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
491	0.7650265027	0.6769329652	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
492	0.7625512552	0.6768946753	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
493	0.7625512552	0.676875657	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
494	0.7650265027	0.6768220469	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
495	0.7625512552	0.6767884979	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
496	0.7625512552	0.6767538135	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
497	0.7650765077	0.676725903	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
498	0.7650265027	0.6766864529	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
499	0.7675517552	0.6766596325	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
500	0.7650265027	0.6766422706	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
501	0.7650265027	0.6766004636	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
502	0.7650265027	0.6765863398	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
503	0.7675017502	0.6765504618	0.7675017502	0.7675	0.76746105	0.7692307692	0.7675954144	0.7711442786	0.7673267327	0.7673267327
504	0.7675017502	0.6765251605	0.7675017502	0.7675	0.76746105	0.7692307692	0.7675954144	0.7711442786	0.7673267327	0.7673267327
505	0.7650265027	0.6764850378	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
506	0.7625512552	0.6764524795	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
507	0.7625512552	0.6764240086	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
508	0.7625512552	0.6763886794	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
509	0.7625512552	0.6763597969	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
510	0.7625512552	0.67632748	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
511	0.7625512552	0.6762962223	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
512	0.7625512552	0.6762676916	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
513	0.7625512552	0.6762574869	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
514	0.7625512552	0.6762424719	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
515	0.7625512552	0.6762023697	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
516	0.7625512552	0.6761672408	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
517	0.7625512552	0.6761419237	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
518	0.7650765077	0.6761280028	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
519	0.7676017603	0.6760617187	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
520	0.7650765077	0.6760286709	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
521	0.7650765077	0.6760157657	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
522	0.7650765077	0.6759823662	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
523	0.7675517552	0.6759482702	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
524	0.7700770078	0.6758856247	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
525	0.7700770078	0.6758725688	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
526	0.7700770078	0.6758534126	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
527	0.7700770078	0.6758324924	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
528	0.7700770078	0.6758071682	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
529	0.7700770078	0.6757557323	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
530	0.7725522553	0.6757247997	0.7725522553	0.7725	0.7713574768	0.7730673317	0.7754307914	0.7788944724	0.7673267327	0.7673267327
531	0.7725522553	0.6756824614	0.7725522553	0.7725	0.7713574768	0.7730673317	0.7754307914	0.7788944724	0.7673267327	0.7673267327
532	0.7725522553	0.6756688771	0.7725522553	0.7725	0.7713574768	0.7730673317	0.7754307914	0.7788944724	0.7673267327	0.7673267327
533	0.7725522553	0.6756437057	0.7725522553	0.7725	0.7713574768	0.7730673317	0.7754307914	0.7788944724	0.7673267327	0.7673267327
534	0.7725522553	0.6756274338	0.7725522553	0.7725	0.7713574768	0.7730673317	0.7754307914	0.7788944724	0.7673267327	0.7673267327
535	0.7725522553	0.6755903055	0.7725522553	0.7725	0.7713574768	0.7730673317	0.7754307914	0.7788944724	0.7673267327	0.7673267327
536	0.7700270027	0.6755597329	0.7700270027	0.77	0.7694043304	0.7711442786	0.7714932091	0.775	0.7673267327	0.7673267327
537	0.7700270027	0.6755558323	0.7700270027	0.77	0.7694043304	0.7711442786	0.7714932091	0.775	0.7673267327	0.7673267327
538	0.7675517552	0.6755329736	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
539	0.7700270027	0.675461784	0.7700270027	0.77	0.7694043304	0.7711442786	0.7714932091	0.775	0.7673267327	0.7673267327
540	0.7675017502	0.6754275891	0.7675017502	0.7675	0.76746105	0.7692307692	0.7675954144	0.7711442786	0.7673267327	0.7673267327
541	0.7650265027	0.6754093802	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
542	0.7600260026	0.6753591936	0.7600260026	0.76	0.7594003792	0.7611940299	0.7613853387	0.765	0.7574257426	0.7574257426
543	0.7625012501	0.675315291	0.7625012501	0.7625	0.7624715543	0.7642679901	0.7625668948	0.7661691542	0.7623762376	0.7623762376
544	0.7650265027	0.6752608739	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
545	0.7650265027	0.6752174878	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
546	0.7650265027	0.6751971191	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
547	0.7650265027	0.6751733856	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
548	0.7675517552	0.6751257465	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
549	0.7675517552	0.6750823295	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
550	0.7650265027	0.6750417439	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
551	0.7675517552	0.6750078206	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
552	0.7675517552	0.6749764838	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
553	0.7650265027	0.6749384159	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
554	0.7650265027	0.6749134211	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
555	0.7650265027	0.6749012531	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
556	0.7675517552	0.6748872834	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
557	0.7675517552	0.6748401529	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
558	0.7650265027	0.6747910746	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
559	0.7675517552	0.6747458121	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
560	0.7675517552	0.674705933	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
561	0.7675517552	0.6746710517	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
562	0.7650765077	0.6746293933	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
563	0.7675517552	0.6745751794	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
564	0.7675517552	0.6745391952	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
565	0.7675517552	0.674530152	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
566	0.7675517552	0.6744531506	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
567	0.7675517552	0.6744444332	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
568	0.7675517552	0.6744211089	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
569	0.7675517552	0.6744098683	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
570	0.7675517552	0.6743874898	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
571	0.7675517552	0.6743423301	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
572	0.7675517552	0.6743103803	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
573	0.7675517552	0.6742646862	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
574	0.7675517552	0.6742355306	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
575	0.7675517552	0.674223673	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
576	0.7700770078	0.6742029999	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
577	0.7700770078	0.6741813616	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
578	0.7700770078	0.6741445382	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
579	0.7676017603	0.6740903292	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
580	0.7676017603	0.6740572933	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
581	0.7676017603	0.6740131197	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
582	0.7701270128	0.67398672	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
583	0.7726522654	0.6739180906	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
584	0.7701270128	0.6738824451	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
585	0.7701270128	0.6738642448	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
586	0.7701270128	0.6738167194	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
587	0.7701270128	0.6737942322	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
588	0.7726522654	0.6737717475	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
589	0.7726522654	0.6737545052	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
590	0.7726522654	0.6737091435	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
591	0.7701270128	0.6736705884	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
592	0.7676017603	0.6736358466	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
593	0.7676017603	0.6735894297	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
594	0.7676017603	0.6735601946	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
595	0.7676017603	0.6735343928	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
596	0.7676017603	0.6734901946	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
597	0.7701270128	0.673453587	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
598	0.7726522654	0.6734272651	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
599	0.7726522654	0.6734098651	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
600	0.7726522654	0.6733441861	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
601	0.7726522654	0.6733036034	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
602	0.7726522654	0.673277404	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
603	0.7726522654	0.6732367625	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
604	0.7701270128	0.6731849324	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
605	0.7701270128	0.6731342822	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
606	0.7701270128	0.673095795	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
607	0.7701270128	0.6730588193	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
608	0.7676017603	0.6730299428	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
